0    9015
1    7313
2    4820
3    2505
4    965
5    296
6    79
7    1000
8    2687
9    5180
10    7495
11    9035
12    9704
13    9921
14    9985
15    10000
16    10000
17    10000
18    10000
19    10000
20    10000
21    10000
22    10000
23    10000
24    10000
25    10000
26    10000
27    10000
28    10000
29    10000
30    10000
31    10000
32    10000
33    10000
34    10000
35    10000
36    10000
37    10000
38    10000
39    10000
40    10000
41    10000
42    10000
43    10000
44    10000
45    10000
46    10000
47    10000
48    10000
49    10000
